anime_id,title,title_english,title_japanese,title_synonyms,image_url,type,source,episodes,status,airing,aired_string,aired,duration,rating,score,scored_by,rank,popularity,members,favorites,background,premiered,broadcast,related,producer,licensor,studio,genre,opening_theme,ending_theme,duration_min,aired_from_year
8726,Soredemo Machi wa Mawatteiru,And Yet The Town Moves,それでも町は廻っている,SoreMachi,https://myanimelist.cdn-dena.com/images/anime/9/25880.jpg,TV,Manga,12,Finished Airing,False,"Oct 8, 2010 to Dec 24, 2010","{'from': '2010-10-08', 'to': '2010-12-24'}",24 min. per ep.,PG-13 - Teens 13 or older,7.47,14763,1744.0,1826,38419,143,,Fall 2010,Unknown,"{'Adaptation': [{'mal_id': 3042, 'type': 'manga', 'url': 'https://myanimelist.net/manga/3042/Soredemo_Machi_wa_Mawatteiru', 'title': 'Soredemo Machi wa Mawatteiru'}]}","Pony Canyon, TBS, Movic, Magic Bus, Studio Pastoral, flying DOG, Memory-Tech",Sentai Filmworks,Shaft,"Comedy, Slice of Life","['""DOWN TOWN"" by Maaya Sakamoto']","['""Maids Sanjou! (メイズ参上！)"" by Maids']",24.0,2010.0
15813,Majokko Shimai no Yoyo to Nene,Magical Sisters Yoyo & Nene,魔女っこ姉妹のヨヨとネネ,Majocco Shimai no Yoyo to Nene,https://myanimelist.cdn-dena.com/images/anime/5/53567.jpg,Movie,Manga,1,Finished Airing,False,"Dec 28, 2013","{'from': '2013-12-28', 'to': '2013-12-28'}",1 hr. 40 min.,G - All Ages,7.57,4073,1431.0,3511,11187,17,,,,"{'Adaptation': [{'mal_id': 57137, 'type': 'manga', 'url': 'https://myanimelist.net/manga/57137/Noroi-ya_Shimai', 'title': 'Noroi-ya Shimai'}], 'Other': [{'mal_id': 25113, 'type': 'anime', 'url': 'https://myanimelist.net/anime/25113/Majokko_Shimai_no_Yoyo_to_Nene_Movie_Extra__Hatsukoi_-_Mikako_Komatsu', 'title': 'Majokko Shimai no Yoyo to Nene Movie Extra: Hatsukoi - Mikako Komatsu'}]}","Aniplex, Starchild Records, Tokuma Shoten",,ufotable,"Fantasy, Magic",[],"['""Niji no Yakusoku (虹の約束)"" by Mikako Komatsu']",100.0,2013.0
1586,Aoi Umi no Tristia,,蒼い海のトリスティア,Tristia of the Deep Blue Sea,https://myanimelist.cdn-dena.com/images/anime/2/18760.jpg,OVA,Visual novel,2,Finished Airing,False,"Apr 23, 2004 to Jul 23, 2004","{'from': '2004-04-23', 'to': '2004-07-23'}",27 min. per ep.,PG - Children,5.81,1221,7768.0,6326,2569,0,,,,"{'Adaptation': [{'mal_id': 86155, 'type': 'manga', 'url': 'https://myanimelist.net/manga/86155/Aoi_Umi_no_Tristia__Hontou_no_Takaramono', 'title': 'Aoi Umi no Tristia: Hontou no Takaramono'}]}",,,ufotable,"Adventure, Mecha","['""Do your dream"" by Sakura Nogawa']","['""A Happy Life"" by Yukihide Takekawa']",27.0,2004.0
20057,Space☆Dandy,Space Dandy,スペース☆ダンディ,,https://myanimelist.cdn-dena.com/images/anime/4/56611.jpg,TV,Original,13,Finished Airing,False,"Jan 5, 2014 to Mar 27, 2014","{'from': '2014-01-05', 'to': '2014-03-27'}",24 min. per ep.,PG-13 - Teens 13 or older,7.88,75431,748.0,468,171855,2868,"Space☆Dandy reunites a number of lead production staff members from Cowboy Bebop, including producer Masahiko Minami and director Shinichiro Watanabe. Its production involved as many as 70 animation creators and 20 musical artists as collaborators, with Watanabe insisting that artists could only use pre-1984 musical styles. Although character designer Yoshiyuki Itou is credited as an animation director, his designs were not standardized across the series, allowing for individual animators to express their style. The series was licensed in North America by Funimation.  Due to licensing issues, their initial simulcast used the instrumental track Cosmic Adventure by jazz band Mountain Mocha Kilimanjaro as the opening song. Viva Namida was used from the 8th episode onwards.",Winter 2014,Unknown,"{'Adaptation': [{'mal_id': 64217, 'type': 'manga', 'url': 'https://myanimelist.net/manga/64217/Space☆Dandy', 'title': 'Space☆Dandy'}], 'Other': [{'mal_id': 20613, 'type': 'anime', 'url': 'https://myanimelist.net/anime/20613/Viva_Namida', 'title': 'Viva Namida'}, {'mal_id': 25635, 'type': 'anime', 'url': 'https://myanimelist.net/anime/25635/Space☆Dandy_Picture_Drama', 'title': 'Space☆Dandy Picture Drama'}], 'Sequel': [{'mal_id': 23327, 'type': 'anime', 'url': 'https://myanimelist.net/anime/23327/Space☆Dandy_2nd_Season', 'title': 'Space☆Dandy 2nd Season'}]}","Bandai Visual, flying DOG, Bandai Namco Entertainment",Funimation,Bones,"Sci-Fi, Space, Comedy","['""Viva Namida (ビバナミダ)"" by Yasuyuki Okamura']","['""X Jigen e Youkoso (X次元へようこそ)"" by Etsuko Yakushimaru']",24.0,2014.0
30347,Nanatsu no Taizai OVA,,七つの大罪,"Nanatsu no Taizai: Ban no Bangai-hen, The Seven Deadly Sins: Ban&#039;s Side Story",https://myanimelist.cdn-dena.com/images/anime/6/76269.jpg,OVA,Manga,2,Finished Airing,False,"Jun 17, 2015 to Aug 12, 2015","{'from': '2015-06-17', 'to': '2015-08-12'}",24 min. per ep.,PG-13 - Teens 13 or older,7.77,34252,949.0,1245,65495,94,,,,"{'Parent story': [{'mal_id': 23755, 'type': 'anime', 'url': 'https://myanimelist.net/anime/23755/Nanatsu_no_Taizai', 'title': 'Nanatsu no Taizai'}]}",Aniplex,,A-1 Pictures,"Action, Adventure, Supernatural, Magic, Fantasy, Shounen","['""Seven Deadly Sins"" by MAN WITH A MISSION (ep 2)']","['#1: ""Season"" by Alisa Takigawa (ep 1)', '#2: ""7 -seven-"" by FLOW x GRANRODEO (ep 2)']",24.0,2015.0
18893,Aoki Hagane no Arpeggio: Ars Nova,Arpeggio of Blue Steel -Ars Nova-,蒼き鋼のアルペジオ ‐アルス・ノヴァ‐,Aoki Hagane no Arpeggio: Ars Nova,https://myanimelist.cdn-dena.com/images/anime/6/56143.jpg,TV,Manga,12,Finished Airing,False,"Oct 8, 2013 to Dec 24, 2013","{'from': '2013-10-08', 'to': '2013-12-24'}",24 min. per ep.,PG-13 - Teens 13 or older,7.5,48992,1623.0,821,105762,800,"Episode 1 was previewed at a screening in Oosaka on September 21, 2013. Regular broadcasting began on October 8, 2013.",Fall 2013,Tuesdays at 02:55 (JST),"{'Adaptation': [{'mal_id': 25861, 'type': 'manga', 'url': 'https://myanimelist.net/manga/25861/Aoki_Hagane_no_Arpeggio', 'title': 'Aoki Hagane no Arpeggio'}], 'Other': [{'mal_id': 23627, 'type': 'anime', 'url': 'https://myanimelist.net/anime/23627/Aoki_Hagane_no_Arpeggio__Ars_Nova_-_Kirikumas', 'title': 'Aoki Hagane no Arpeggio: Ars Nova - Kirikumas'}], 'Alternative version': [{'mal_id': 24919, 'type': 'anime', 'url': 'https://myanimelist.net/anime/24919/Aoki_Hagane_no_Arpeggio__Ars_Nova_DC', 'title': 'Aoki Hagane no Arpeggio: Ars Nova DC'}]}","Sotsu, KlockWorx, flying DOG, Ultra Super Pictures, Showgate, Shounen Gahousha",Discotek Media,SANZIGEN,"Action, Sci-Fi, Seinen","['""Savior of Song"" by Nano feat. MY FIRST STORY']","['#1: ""Savior of Song"" by Nano feat. MY FIRST STORY (ep 1)', '#2: ""Blue Field (ブルー・フィールド)"" by Trident (Mai Fuchigami, Manami Numakura, and Hibiki Yamamura) (eps 2-4, 6-8)', '#3: ""Innocent Blue"" by Trident (Mai Fuchigami, Manami Numakura, and Hibiki Yamamura) (ep 5, 9, 11)', '#4: ""Our Story"" by nano (ep 12)']",24.0,2013.0
34561,Re:Creators,Re:CREATORS,Re:CREATORS 〈レクリエイターズ〉,,https://myanimelist.cdn-dena.com/images/anime/11/85469.jpg,TV,Original,22,Finished Airing,False,"Apr 8, 2017 to Sep 16, 2017","{'from': '2017-04-08', 'to': '2017-09-16'}",24 min. per ep.,R - 17+ (violence & profanity),7.69,74531,1138.0,347,214467,1717,,Spring 2017,Saturdays at 23:30 (JST),"{'Adaptation': [{'mal_id': 103727, 'type': 'manga', 'url': 'https://myanimelist.net/manga/103727/Re_Creators', 'title': 'Re:Creators'}]}","Aniplex, Magic Capsule, Shogakukan, ABC Animation",,TROYCA,"Action, Sci-Fi, Fantasy","['#1: ""gravityWall"" by SawanoHiroyuki[nZk]:Tielle & Gemie (eps 2-11, 13)', '#2: ""sh0ut"" by SawanoHiroyuki[nZk]:Tielle & Gemie (eps 14-22)']","['#1: ""gravityWall"" by SawanoHiroyuki[nZk]:Tielle & Gemie (ep 1, 22)', '#2: ""NEWLOOK"" by Mashiro Ayano (ep 2-12)', '#3: ""world Étude"" by Aki Toyosaki (ep 13)', '#4: ""Rubikon (ルビコン)"" by Sangatsu no Phantasia (eps 14-21)']",24.0,2017.0
27989,Hibike! Euphonium,Sound! Euphonium,響け！ユーフォニアム,Hibike! Euphonium,https://myanimelist.cdn-dena.com/images/anime/6/72445.jpg,TV,Novel,13,Finished Airing,False,"Apr 8, 2015 to Jul 1, 2015","{'from': '2015-04-08', 'to': '2015-07-01'}",23 min. per ep.,PG-13 - Teens 13 or older,8.02,94024,530.0,367,203942,3337,,Spring 2015,Wednesdays at 00:30 (JST),"{'Adaptation': [{'mal_id': 87640, 'type': 'manga', 'url': 'https://myanimelist.net/manga/87640/Hibike_Euphonium__Kitauji_Koukou_Suisougaku-bu_e_Youkoso', 'title': 'Hibike! Euphonium: Kitauji Koukou Suisougaku-bu e Youkoso'}, {'mal_id': 113830, 'type': 'manga', 'url': 'https://myanimelist.net/manga/113830/Hibike_Euphonium', 'title': 'Hibike! Euphonium'}], 'Side story': [{'mal_id': 31096, 'type': 'anime', 'url': 'https://myanimelist.net/anime/31096/Hibike_Euphonium__Suisougaku-bu_no_Nichijou', 'title': 'Hibike! Euphonium: Suisougaku-bu no Nichijou'}, {'mal_id': 31665, 'type': 'anime', 'url': 'https://myanimelist.net/anime/31665/Hibike_Euphonium__Kakedasu_Monaka', 'title': 'Hibike! Euphonium: Kakedasu Monaka'}], 'Sequel': [{'mal_id': 31988, 'type': 'anime', 'url': 'https://myanimelist.net/anime/31988/Hibike_Euphonium_2', 'title': 'Hibike! Euphonium 2'}], 'Summary': [{'mal_id': 31989, 'type': 'anime', 'url': 'https://myanimelist.net/anime/31989/Hibike_Euphonium_Movie__Kitauji_Koukou_Suisougaku-bu_e_Youkoso', 'title': 'Hibike! Euphonium Movie: Kitauji Koukou Suisougaku-bu e Youkoso'}]}","Lantis, Pony Canyon, Rakuonsha",Ponycan USA,Kyoto Animation,"Music, School, Drama","['""DREAM SOLISTER"" by TRUE (eps 1-12)']","['#1: ""Tutti! (トゥッティ!)"" by Kitauji Quartet (北宇治カルテット) [Kumiko Oumae (Tomoyo Kurosawa), Hazuki Katou (Ayaka Asai), Sapphire Kawashima (Moe Toyota), Reina Kousaka (Chika Anzai)] (eps 1-7, 9-12)', '#2: ""DREAM SOLISTER"" (Wind Orchestra Ver.) (ep 13)']",23.0,2015.0
1200,Gun-dou Musashi,Gun Samurai,GUN道 MUSASHI,"Gundou Musashi, MUSASHI -GUN-, Musashi-GUNDOH, Musashi: The Way of the Gun",https://myanimelist.cdn-dena.com/images/anime/3/28268.jpg,TV,Original,26,Finished Airing,False,"Apr 9, 2006 to Oct 8, 2006","{'from': '2006-04-09', 'to': '2006-10-08'}",24 min. per ep.,PG-13 - Teens 13 or older,6.06,476,7203.0,4956,4777,15,,Spring 2006,Unknown,"{'Summary': [{'mal_id': 10270, 'type': 'anime', 'url': 'https://myanimelist.net/anime/10270/Gun-dou_Musashi_Recap', 'title': 'Gun-dou Musashi Recap'}]}",TBS,,ACC Production,"Adventure, Samurai, Fantasy","['#1: ""GHOST BUSTERZ"" by ULTRA BRAiN (eps 1-14)', '#2: ""Glitter"" by Phantasmagoria (eps 15- )']","['#1: ""STYLE"" by kimeru (eps 1-14)', '#2: ""Tsuyairo no Hikari"" by Ai Aoyama (eps 15- )']",24.0,2006.0
24031,Denki-gai no Honya-san,Denki-gai,デンキ街の本屋さん,"Denki Machi no Honya-san, Denkigai no Honya-san",https://myanimelist.cdn-dena.com/images/anime/2/65339.jpg,TV,Manga,12,Finished Airing,False,"Oct 2, 2014 to Dec 18, 2014","{'from': '2014-10-02', 'to': '2014-12-18'}",23 min. per ep.,PG-13 - Teens 13 or older,7.27,34590,2517.0,1035,80620,210,"The first half of Episode 1 was streamed in advance as a preview on September 23, 2014. on Niconico Live. Regular broadcasting began on October 2, 2014. ",Fall 2014,Thursdays at 22:30 (JST),"{'Adaptation': [{'mal_id': 42289, 'type': 'manga', 'url': 'https://myanimelist.net/manga/42289/Denki-gai_no_Honya-san', 'title': 'Denki-gai no Honya-san'}]}","Sotsu, Pony Canyon, DAX Production, Comic Umenohone, Mobcast",Ponycan USA,Shin-Ei Animation,"Comedy, Seinen, Slice of Life","['""Kajirikake no Ringo (齧りかけの林檎)"" by Ayana Taketatsu']","['""two-Dimension&#039;s Love"" by denk!girls (Natsumi Takamori, Minami Tsuda, Ayana Taketatsu, Mai Aizawa)']",23.0,2014.0
3975,Uchi no 3 Shimai,,うちの3姉妹,"Uchi no 3Shimai, Uchi no San Shimai",https://myanimelist.cdn-dena.com/images/anime/3/7166.jpg,TV,Other,141,Finished Airing,False,"Apr 8, 2008 to Dec 28, 2010","{'from': '2008-04-08', 'to': '2010-12-28'}",23 min. per ep.,G - All Ages,6.66,38,12542.0,10281,334,2,,Spring 2008,Unknown,[],,,"Toei Animation, Daewon Media","Comedy, Slice of Life","['""Shode! Shode! Dancing!"" by Mayu Kudou']","['""Tattoun♪Time"" by Noria']",23.0,2008.0
22273,Selector Infected WIXOSS,selector infected WIXOSS,selector infected WIXOSS,,https://myanimelist.cdn-dena.com/images/anime/13/70147.jpg,TV,Card game,12,Finished Airing,False,"Apr 4, 2014 to Jun 20, 2014","{'from': '2014-04-04', 'to': '2014-06-20'}",24 min. per ep.,R - 17+ (violence & profanity),7.36,44138,2208.0,856,101587,501,,Spring 2014,Unknown,"{'Sequel': [{'mal_id': 24037, 'type': 'anime', 'url': 'https://myanimelist.net/anime/24037/Selector_Spread_WIXOSS', 'title': 'Selector Spread WIXOSS'}], 'Side story': [{'mal_id': 27613, 'type': 'anime', 'url': 'https://myanimelist.net/anime/27613/Selector_Infected_WIXOSS__Midoriko-san_to_Piruruku-tan', 'title': 'Selector Infected WIXOSS: Midoriko-san to Piruruku-tan'}], 'Summary': [{'mal_id': 31280, 'type': 'anime', 'url': 'https://myanimelist.net/anime/31280/Selector_Destructed_WIXOSS_Movie', 'title': 'Selector Destructed WIXOSS Movie'}], 'Alternative setting': [{'mal_id': 33197, 'type': 'anime', 'url': 'https://myanimelist.net/anime/33197/Lostorage_Incited_WIXOSS', 'title': 'Lostorage Incited WIXOSS'}]}","Magic Capsule, Warner Bros., Showgate",Funimation,J.C.Staff,"Game, Psychological","['""killy killy JOKER"" by Kanon Wakeshima']","['#1: ""realize -Yume no Matsu Basho- (realize -夢の待つ場所-)"" by Cyua (eps 1-10)', '#2: ""realize -Yume no Matsu Basho- ~White Hope mix~  (realize -夢の待つ場所- ~White Hope mix~)"" by Cyua (ep 11)']",24.0,2014.0
15771,Saint☆Oniisan (Movie),Saint☆Young Men (Movie),聖☆おにいさん,"Saint☆Onii-san (Movie), Saint Onii-san (Movie)",https://myanimelist.cdn-dena.com/images/anime/7/48723.jpg,Movie,Manga,1,Finished Airing,False,"May 10, 2013","{'from': '2013-05-10', 'to': '2013-05-10'}",1 hr. 29 min.,PG-13 - Teens 13 or older,7.94,20831,634.0,1690,43396,230,,,,"{'Adaptation': [{'mal_id': 8947, 'type': 'manga', 'url': 'https://myanimelist.net/manga/8947/Saint☆Oniisan', 'title': 'Saint☆Oniisan'}], 'Other': [{'mal_id': 15775, 'type': 'anime', 'url': 'https://myanimelist.net/anime/15775/Saint☆Oniisan', 'title': 'Saint☆Oniisan'}]}","Aniplex, Kodansha, Toho",,A-1 Pictures,"Comedy, Seinen, Slice of Life",[],"['""Gag (ギャグ)"" by Gen Hoshino']",89.0,2013.0
8986,Supernatural The Animation,,スーパーナチュラル・ザ・アニメーション,Supernatural: The Anime Series,https://myanimelist.cdn-dena.com/images/anime/8/37135.jpg,OVA,Other,22,Finished Airing,False,"Feb 23, 2011 to Apr 27, 2011","{'from': '2011-02-23', 'to': '2011-04-27'}",24 min. per ep.,R - 17+ (violence & profanity),7.12,6103,3141.0,2509,22360,55,,,,[],,Warner Bros.,Madhouse,"Action, Demons, Horror, Supernatural",[],"['""Carry on Wayward Son"" by Kansas (English)', '""Carry on Wayward Son"" by Naoki Takao (Japanese)', '#TV Broadcast: ""In My Head"" by CNblue']",24.0,2011.0
33337,ACCA: 13-ku Kansatsu-ka,ACCA: 13-Territory Inspection Dept.,ACCA 13区監察課,"ACCA: 13th Territory Inspection Department, ACCA: 13th Ward Observation Department, ACCA Jusanku Kansatsuka",https://myanimelist.cdn-dena.com/images/anime/3/83776.jpg,TV,Manga,12,Finished Airing,False,"Jan 10, 2017 to Mar 28, 2017","{'from': '2017-01-10', 'to': '2017-03-28'}",24 min. per ep.,R - 17+ (violence & profanity),7.73,32925,1027.0,1064,77826,539,,Winter 2017,Tuesdays at 23:00 (JST),"{'Adaptation': [{'mal_id': 53539, 'type': 'manga', 'url': 'https://myanimelist.net/manga/53539/ACCA__13-ku_Kansatsu-ka', 'title': 'ACCA: 13-ku Kansatsu-ka'}], 'Side story': [{'mal_id': 35720, 'type': 'anime', 'url': 'https://myanimelist.net/anime/35720/ACCA__13-ku_Kansatsu-ka_Specials', 'title': 'ACCA: 13-ku Kansatsu-ka Specials'}]}","Bandai Visual, Square Enix, Lantis, Nihon Ad Systems, Banpresto, Medicos Entertainment, BS11, Sony PCL, Contents Seed",Funimation,Madhouse,"Mystery, Police, Drama, Fantasy, Seinen","['""Shadow and Truth"" by ONE III NOTES']","['#1: ""Pale Moon ga Yureteru (ペールムーンがゆれてる)"" by Aira Yuuki (eps 1-11)', '#2: ""Our Place"" by ONE III NOTES (ep 12)']",24.0,2017.0
34350,Alice to Zouroku,Alice & Zoroku,アリスと蔵六,,https://myanimelist.cdn-dena.com/images/anime/2/84598.jpg,TV,Manga,12,Finished Airing,False,"Apr 2, 2017 to Jun 25, 2017","{'from': '2017-04-02', 'to': '2017-06-25'}",23 min. per ep.,PG-13 - Teens 13 or older,7.2,27215,2797.0,1135,72634,147,,Spring 2017,Sundays at 22:30 (JST),"{'Adaptation': [{'mal_id': 84911, 'type': 'manga', 'url': 'https://myanimelist.net/manga/84911/Alice_to_Zouroku', 'title': 'Alice to Zouroku'}]}","Bandai Visual, Lantis, Tokuma Shoten, Tokyo MX, Hakuhodo DY Music &amp; Pictures, Sony PCL",Funimation,J.C.Staff,"Adventure, Mystery, Seinen","['""Wonder Drive (ワンダードライブ)"" by ORESAMA']","['""Chant (kotringo edition)"" by toi toy toi']",23.0,2017.0
30694,Dragon Ball Super,Dragon Ball Super,ドラゴンボール超（スーパー）,"Dragon Ball Chou, DB Super, DBS",https://myanimelist.cdn-dena.com/images/anime/7/74606.jpg,TV,Manga,131,Finished Airing,False,"Jul 5, 2015 to Mar 25, 2018","{'from': '2015-07-05', 'to': '2018-03-25'}",23 min. per ep.,PG-13 - Teens 13 or older,7.78,102780,922.0,278,250101,4314,The first 27 episodes are adaptations of the films Dragon Ball Z Movie 14: Kami to Kami (episodes 1-14) and Dragon Ball Z Movie 15: Fukkatsu no F (episodes 15-27).,Summer 2015,Sundays at 09:00 (JST),"{'Adaptation': [{'mal_id': 89734, 'type': 'manga', 'url': 'https://myanimelist.net/manga/89734/Dragon_Ball_Super', 'title': 'Dragon Ball Super'}], 'Parent story': [{'mal_id': 813, 'type': 'anime', 'url': 'https://myanimelist.net/anime/813/Dragon_Ball_Z', 'title': 'Dragon Ball Z'}, {'mal_id': 22777, 'type': 'anime', 'url': 'https://myanimelist.net/anime/22777/Dragon_Ball_Kai_2014', 'title': 'Dragon Ball Kai (2014)'}], 'Character': [{'mal_id': 2222, 'type': 'anime', 'url': 'https://myanimelist.net/anime/2222/Dr_Slump__Arale-chan', 'title': 'Dr. Slump: Arale-chan'}], 'Alternative version': [{'mal_id': 14837, 'type': 'anime', 'url': 'https://myanimelist.net/anime/14837/Dragon_Ball_Z_Movie_14__Kami_to_Kami', 'title': 'Dragon Ball Z Movie 14: Kami to Kami'}, {'mal_id': 25389, 'type': 'anime', 'url': 'https://myanimelist.net/anime/25389/Dragon_Ball_Z_Movie_15__Fukkatsu_no_F', 'title': 'Dragon Ball Z Movie 15: Fukkatsu no F'}], 'Sequel': [{'mal_id': 36946, 'type': 'anime', 'url': 'https://myanimelist.net/anime/36946/Dragon_Ball_Super_Movie', 'title': 'Dragon Ball Super Movie'}]}","Yomiko Advertising, Fuji TV",Funimation,Toei Animation,"Action, Adventure, Comedy, Fantasy, Martial Arts, Shounen, Super Power","['#1: ""Chouzetsu☆Dynamic! (超絶☆ダイナミック!)"" by Kazuya Yoshii (吉井和哉) (eps 1-76)', '#2: ""Genkai Toppa × Survivor (限界突破×サバイバー)"" by Kiyoshi Hikawa (氷川きよし) (eps 77- )']","['#01: ""Hello Hello Hello (ハローハローハロー)"" by Good Morning America (eps 1-12)', '#02: ""Starring Star (スターリングスター)"" by KEYTALK (eps 13-25)', '#03: ""Usubeni (薄紅)"" by LACCO TOWER (eps 26-36)', '#04: ""Forever Dreaming"" by Czecho No Republic (eps 37-49)', '#05: ""Yoka-Yoka Dance (よかよかダンス)"" by Batten Shoujo-tai (ばってん少女隊) (eps 50-59)', '#06: ""Chaohan MUSIC (炒飯MUSIC)"" by Arukara (60-72)', '#07: ""Aku no Tenshi to Seigi no Akuma"" by THE COLLECTORS (73-83)', '#08: ""Boogie Back"" by Miyu Inoue (井上実優) (eps 84-96)', '#09: ""Haruka (遥)"" by LACCO TOWER (eps 97-108)', '#10: ""70cm Shiho no Madobe (70cm四方の窓辺)"" by ROTTENGRAFFTY (eps 109-121)', '#11: ""LAGRIMA"" by ONEPIXCEL (eps 122-?)']",23.0,2015.0
11827,Kuroinu: Kedakaki Seijo wa Hakudaku ni Somaru,,黒獣 [クロイヌ] ～気高き聖女は白濁に染まる～,,https://myanimelist.cdn-dena.com/images/anime/7/33059.jpg,OVA,Visual novel,4,Finished Airing,False,"Jan 27, 2012 to Jan 31, 2014","{'from': '2012-01-27', 'to': '2014-01-31'}",30 min. per ep.,Rx - Hentai,7.56,6748,,3031,15385,437,,,,"{'Adaptation': [{'mal_id': 71769, 'type': 'manga', 'url': 'https://myanimelist.net/manga/71769/Kuroinu__Kedakaki_Seijo_wa_Hakudaku_ni_Somaru', 'title': 'Kuroinu: Kedakaki Seijo wa Hakudaku ni Somaru'}, {'mal_id': 109842, 'type': 'manga', 'url': 'https://myanimelist.net/manga/109842/Kuroinu__Kedakaki_Seijo_wa_Hakudaku_ni_Somaru_The_Comic', 'title': 'Kuroinu: Kedakaki Seijo wa Hakudaku ni Somaru The Comic'}]}",,,Majin,"Action, Fantasy, Hentai",[],[],30.0,2012.0
35240,Princess Principal,Princess Principal,プリンセス・プリンシパル,,https://myanimelist.cdn-dena.com/images/anime/7/86768.jpg,TV,Original,12,Finished Airing,False,"Jul 9, 2017 to Sep 24, 2017","{'from': '2017-07-09', 'to': '2017-09-24'}",25 min. per ep.,R - 17+ (violence & profanity),7.71,33779,1085.0,922,92722,609,,Summer 2017,Sundays at 23:00 (JST),"{'Summary': [{'mal_id': 36424, 'type': 'anime', 'url': 'https://myanimelist.net/anime/36424/Princess_Principal__Ange_Report', 'title': 'Princess Principal: Ange Report'}], 'Side story': [{'mal_id': 36485, 'type': 'anime', 'url': 'https://myanimelist.net/anime/36485/Princess_Principal_Picture_Drama', 'title': 'Princess Principal Picture Drama'}], 'Sequel': [{'mal_id': 37807, 'type': 'anime', 'url': 'https://myanimelist.net/anime/37807/Princess_Principal_2', 'title': 'Princess Principal 2'}]}","Bandai Visual, Lantis, Movic, Tokyo MX, Q-Tec, Hakuhodo DY Music &amp; Pictures, Medicos Entertainment",Sentai Filmworks,"Actas, Studio 3Hz","Action, Mystery, Historical","['""The Other Side of the Wall"" by Void_Chords feat.MARU']","['#1: ""A Page of My Story"" by Ange (Ayaka Imamura), Princess (Akira Sekine), Dorothy (You Taichi), Beatrice (Akari Kageyama), Chise (Nozomi Furuki) (eps 1-11)', '#2: ""The Other Side of the Wall"" by Void_Chords feat.MARU (ep 12)']",25.0,2017.0
15279,Kira Kira 5th Anniversary Live Anime: Kick Start Generation,,キラ☆キラ 5th Anniversary Live Anime KICK START GENERATION,,https://myanimelist.cdn-dena.com/images/anime/13/41237.jpg,OVA,Visual novel,1,Finished Airing,False,"Mar 27, 2013","{'from': '2013-03-27', 'to': '2013-03-27'}",26 min.,G - All Ages,6.57,579,5335.0,7323,1599,3,,,,[],"Lantis, Media Factory",,Silver Link.,Music,[],[],26.0,2013.0
1587,Tenpou Ibun: Ayakashi Ayashi,Ghost Slayers Ayashi,天保異聞 妖奇士,"Tenpouibun Ayakashiayashi, Strange Story of Tempou Era: Ayakashiayashi",https://myanimelist.cdn-dena.com/images/anime/11/4452.jpg,TV,Original,25,Finished Airing,False,"Oct 7, 2006 to Mar 31, 2007","{'from': '2006-10-07', 'to': '2007-03-31'}",20 min. per ep.,R - 17+ (violence & profanity),7.0,3288,3582.0,3394,12136,20,,Fall 2006,Unknown,"{'Adaptation': [{'mal_id': 10525, 'type': 'manga', 'url': 'https://myanimelist.net/manga/10525/Tenpou_Ibun_Ayakashi_Ayashi', 'title': 'Tenpou Ibun Ayakashi Ayashi'}], 'Sequel': [{'mal_id': 3248, 'type': 'anime', 'url': 'https://myanimelist.net/anime/3248/Tenpou_Ibun__Ayakashi_Ayashi_-_Ayashi_Shinkyoku', 'title': 'Tenpou Ibun: Ayakashi Ayashi - Ayashi Shinkyoku'}]}","Aniplex, Mainichi Broadcasting System",Bandai Entertainment,Bones,"Supernatural, Demons, Historical","['#1: ""Ryuusei Miracle"" by Ikimonogakari (eps 1-12)', '#2: ""Lone Star"" by Captain Straydum (eps 13-25)']","['#1: ""Winding Road"" by Porno Graffitti (eps 1-12)', '#2: ""Ai Toiu Kotoba"" by Saki (eps 13-25)']",20.0,2006.0
