anime_id,pred_score,title,title_english,title_japanese,title_synonyms,image_url,type,source,episodes,status,airing,aired_string,aired,duration,rating,score,scored_by,rank,popularity,members,favorites,background,premiered,broadcast,related,producer,licensor,studio,genre,opening_theme,ending_theme,duration_min,aired_from_year
32313,7.23106109579793,Concrete Revolutio: Choujin Gensou - The Last Song,,コンクリート・レボルティオ～超人幻想～THE LAST SONG,,https://myanimelist.cdn-dena.com/images/anime/4/80050.jpg,TV,Original,11,Finished Airing,False,"Apr 10, 2016 to Jun 17, 2016","{'from': '2016-04-10', 'to': '2016-06-17'}",24 min. per ep.,R+ - Mild Nudity,7.16,8853,2951.0,2475,23044,65,,Spring 2016,Sundays at 23:00 (JST),"{'Prequel': [{'mal_id': 31147, 'type': 'anime', 'url': 'https://myanimelist.net/anime/31147/Concrete_Revolutio__Choujin_Gensou', 'title': 'Concrete Revolutio: Choujin Gensou'}]}","Bandai Visual, Lantis, Tokyo MX, Animatic, Hakuhodo DY Media Partners, Anime Consortium Japan",Funimation,Bones,"Action, Sci-Fi, Mystery, Super Power, Demons, Supernatural, Drama, Fantasy","['""Wareru Doukoku (割レル慟哭)"" by ZAQ']","['#1: ""ALL-WAYS"" by Yohske Yamamoto feat. Nami Tamaki ( eps 1-10)', '#2: ""THE LAST SONG""  by Yohske Yamamoto feat. Nami Tamaki ( ep 11)']",24.0,2016.0
2105,7.231059969314096,Touka Gettan,,桃華月憚,"Toka Gettan, The Moonlight Lady returns",https://myanimelist.cdn-dena.com/images/anime/2/75452.jpg,TV,Visual novel,26,Finished Airing,False,"Apr 3, 2007 to Sep 25, 2007","{'from': '2007-04-03', 'to': '2007-09-25'}",23 min. per ep.,R - 17+ (violence & profanity),6.66,2986,4947.0,3026,15436,45,,Spring 2007,Unknown,"{'Adaptation': [{'mal_id': 12761, 'type': 'manga', 'url': 'https://myanimelist.net/manga/12761/Touka_Gettan', 'title': 'Touka Gettan'}], 'Spin-off': [{'mal_id': 497, 'type': 'anime', 'url': 'https://myanimelist.net/anime/497/Yami_to_Boushi_to_Hon_no_Tabibito', 'title': 'Yami to Boushi to Hon no Tabibito'}, {'mal_id': 1408, 'type': 'anime', 'url': 'https://myanimelist.net/anime/1408/Kao_no_nai_Tsuki', 'title': 'Kao no nai Tsuki'}]}",WAO World,,Studio Deen,"Romance, Supernatural, Drama","['""Yume Oboro"" by Eri Kitamura with Mariya Ise & Saori Hayami']","['""Kono Sekai ga Itsuka wa"" by Saori Hayami']",23.0,2007.0
2963,7.2310553175572085,Minami-ke,,みなみけ,"Minamike, The Minami Family",https://myanimelist.cdn-dena.com/images/anime/2/75279.jpg,TV,Manga,13,Finished Airing,False,"Oct 8, 2007 to Dec 31, 2007","{'from': '2007-10-08', 'to': '2008-12-31'}",24 min. per ep.,PG-13 - Teens 13 or older,7.77,54966,947.0,677,124474,1098,,Fall 2007,Mondays at Unknown,"{'Adaptation': [{'mal_id': 2629, 'type': 'manga', 'url': 'https://myanimelist.net/manga/2629/Minami-ke', 'title': 'Minami-ke'}], 'Sequel': [{'mal_id': 3225, 'type': 'anime', 'url': 'https://myanimelist.net/anime/3225/Minami-ke_Okawari', 'title': 'Minami-ke Okawari'}]}","Starchild Records, Magic Capsule, Eye Move, Sunny Side Up",,Daume,"Slice of Life, Comedy, School","['""Keikenchi Joushouchuu☆ (経験値上昇中☆)"" by Rina Satou, Marina Inoue and Minori Chihara']","['""Colorful DAYS (カラフルDAYS)"" by Rina Satou, Marina Inoue and Minori Chihara']",24.0,2007.0
24893,7.231037412812134,Sidonia no Kishi: Daikyuu Wakusei Seneki,Knights of Sidonia: Battle for Planet Nine,シドニアの騎士 第九惑星戦役,"Knights of Sidonia: War of the Ninth Planet, Sidonia no Kishi: Dai-kyuu Wakusei Seneki",https://myanimelist.cdn-dena.com/images/anime/11/72712.jpg,TV,Manga,12,Finished Airing,False,"Apr 11, 2015 to Jun 27, 2015","{'from': '2015-04-11', 'to': '2015-06-27'}",24 min. per ep.,R - 17+ (violence & profanity),7.88,42242,746.0,1058,78199,302,,Spring 2015,Saturdays at 01:55 (JST),"{'Adaptation': [{'mal_id': 149, 'type': 'manga', 'url': 'https://myanimelist.net/manga/149/Blame', 'title': 'Blame!'}, {'mal_id': 13723, 'type': 'manga', 'url': 'https://myanimelist.net/manga/13723/Sidonia_no_Kishi', 'title': 'Sidonia no Kishi'}], 'Prequel': [{'mal_id': 19775, 'type': 'anime', 'url': 'https://myanimelist.net/anime/19775/Sidonia_no_Kishi', 'title': 'Sidonia no Kishi'}], 'Sequel': [{'mal_id': 35759, 'type': 'anime', 'url': 'https://myanimelist.net/anime/35759/Sidonia_no_Kishi_3', 'title': 'Sidonia no Kishi 3'}]}","Starchild Records, Mainichi Broadcasting System, Kodansha, Studio Mausu",Sentai Filmworks,Polygon Pictures,"Action, Sci-Fi, Space, Mecha, Seinen","['""Kishi Shinkoukyoku (騎士行進曲)"" by angela']","['#1: ""Ichizu no Hikari (一筋の光明)"" by Customi Z (advance screening)', '#2: ""Requiem (鎮魂歌 -レクイエム-)"" by Customi Z (eps 1-11)', '#3: ""Sidonia (シドニア)"" by angela (ep 12)']",24.0,2015.0
5204,7.23102413990651,Kara no Kyoukai 6: Boukyaku Rokuon,the Garden of sinners Chapter 6: Oblivion Recording,劇場版 空の境界 the Garden of sinners 第六章『忘却録音』,"Kara no Kyoukai: The Garden of Sinners Movie 6, Borderline of Emptiness: Oblivion Recording, The Garden of Sinners: Fairy Tale",https://myanimelist.cdn-dena.com/images/anime/2/21739.jpg,Movie,Light novel,1,Finished Airing,False,"Dec 20, 2008","{'from': '2008-12-20', 'to': '2008-12-20'}",59 min.,R - 17+ (violence & profanity),7.65,67857,1222.0,746,115444,138,Includes claymation short which was shown before the movie in theaters.,,,"{'Adaptation': [{'mal_id': 2062, 'type': 'manga', 'url': 'https://myanimelist.net/manga/2062/Kara_no_Kyoukai__The_Garden_of_Sinners', 'title': 'Kara no Kyoukai: The Garden of Sinners'}], 'Prequel': [{'mal_id': 4282, 'type': 'anime', 'url': 'https://myanimelist.net/anime/4282/Kara_no_Kyoukai_5__Mujun_Rasen', 'title': 'Kara no Kyoukai 5: Mujun Rasen'}], 'Sequel': [{'mal_id': 5205, 'type': 'anime', 'url': 'https://myanimelist.net/anime/5205/Kara_no_Kyoukai_7__Satsujin_Kousatsu_Kou', 'title': 'Kara no Kyoukai 7: Satsujin Kousatsu (Kou)'}], 'Summary': [{'mal_id': 6624, 'type': 'anime', 'url': 'https://myanimelist.net/anime/6624/Kara_no_Kyoukai_Remix__Gate_of_Seventh_Heaven', 'title': 'Kara no Kyoukai Remix: Gate of Seventh Heaven'}], 'Other': [{'mal_id': 23697, 'type': 'anime', 'url': 'https://myanimelist.net/anime/23697/Kara_no_Kyoukai__Manner_Movies', 'title': 'Kara no Kyoukai: Manner Movies'}]}",Notes,Aniplex of America,ufotable,"Action, Magic, Mystery, Romance, Supernatural, Thriller",[],"['""fairytale"" by Kalafina']",59.0,2008.0
8888,7.231015949501627,Code Geass: Boukoku no Akito 1 - Yokuryuu wa Maiorita,Code Geass: Akito the Exiled - The Wyvern Arrives,コードギアス 亡国のアキト 第１章「翼竜は舞い降りた」,,https://myanimelist.cdn-dena.com/images/anime/10/41401.jpg,Movie,Original,1,Finished Airing,False,"Jul 16, 2012","{'from': '2012-07-16', 'to': '2012-07-16'}",51 min.,R - 17+ (violence & profanity),7.56,57690,1459.0,756,114530,483,"The first episode was pre-aired on July 16 and officially released to theaters on August 4, 2012.",,,"{'Adaptation': [{'mal_id': 95655, 'type': 'manga', 'url': 'https://myanimelist.net/manga/95655/Code_Geass__Boukoku_no_Akito', 'title': 'Code Geass: Boukoku no Akito'}], 'Alternative setting': [{'mal_id': 1575, 'type': 'anime', 'url': 'https://myanimelist.net/anime/1575/Code_Geass__Hangyaku_no_Lelouch', 'title': 'Code Geass: Hangyaku no Lelouch'}], 'Sequel': [{'mal_id': 15197, 'type': 'anime', 'url': 'https://myanimelist.net/anime/15197/Code_Geass__Boukoku_no_Akito_2_-_Hikisakareshi_Yokuryuu', 'title': 'Code Geass: Boukoku no Akito 2 - Hikisakareshi Yokuryuu'}]}","Bandai Visual, Bandai, Bandai Namco Entertainment, Hakuhodo DY Media Partners",Funimation,Sunrise,"Action, Mecha, Military, Sci-Fi",[],"['""More Than Words"" by Maaya Sakamoto']",51.0,2012.0
5220,7.230871999884849,Shangri-La,Shangri-La,シャングリ・ラ,,https://myanimelist.cdn-dena.com/images/anime/10/77061.jpg,TV,Novel,24,Finished Airing,False,"Apr 6, 2009 to Sep 14, 2009","{'from': '2009-04-06', 'to': '2009-09-14'}",23 min. per ep.,PG-13 - Teens 13 or older,7.13,13698,3097.0,1657,44599,115,,Spring 2009,Unknown,"{'Adaptation': [{'mal_id': 21544, 'type': 'manga', 'url': 'https://myanimelist.net/manga/21544/Shangri-La', 'title': 'Shangri-La'}]}","NTT Docomo, Atelier Musa",Funimation,Gonzo,"Action, Drama, Sci-Fi","['""Kimi Shinitamou Koto Nakare (キミシニタモウコトナカレ)"" by May&#039;n']","['#1: ""Hajimari no Asa ni Hikari Are. (はじまりの朝に光あれ。)"" by midori (eps 1-2, 4-6, 8, 10, 13, 15, 17-19, 21, 23)', '#2: ""Tsuki ni Kakuse shi Chō no Yume (月に隠せし蝶の夢)"" by midori (eps 3, 7, 9, 11-12, 14, 16, 20, 22)']",23.0,2009.0
4151,7.230861774567645,Blade of the Immortal,Blade of the Immortal,無限の住人,Mugen no Juunin,https://myanimelist.cdn-dena.com/images/anime/2/74074.jpg,TV,Manga,13,Finished Airing,False,"Jul 14, 2008 to Dec 29, 2008","{'from': '2008-07-14', 'to': '2009-12-29'}",24 min. per ep.,R - 17+ (violence & profanity),6.9,17251,3899.0,1727,42041,119,,Summer 2008,Unknown,"{'Adaptation': [{'mal_id': 658, 'type': 'manga', 'url': 'https://myanimelist.net/manga/658/Blade_of_the_Immortal', 'title': 'Blade of the Immortal'}]}","Bee Train, Kodansha",Media Blasters,Production I.G,"Action, Adventure, Historical, Samurai, Supernatural","['""Akai Usagi"" by Makura no Soushi']","['""Wants"" by GRAPEVINE']",24.0,2008.0
33337,7.230857293545372,ACCA: 13-ku Kansatsu-ka,ACCA: 13-Territory Inspection Dept.,ACCA 13区監察課,"ACCA: 13th Territory Inspection Department, ACCA: 13th Ward Observation Department, ACCA Jusanku Kansatsuka",https://myanimelist.cdn-dena.com/images/anime/3/83776.jpg,TV,Manga,12,Finished Airing,False,"Jan 10, 2017 to Mar 28, 2017","{'from': '2017-01-10', 'to': '2017-03-28'}",24 min. per ep.,R - 17+ (violence & profanity),7.73,32925,1027.0,1064,77826,539,,Winter 2017,Tuesdays at 23:00 (JST),"{'Adaptation': [{'mal_id': 53539, 'type': 'manga', 'url': 'https://myanimelist.net/manga/53539/ACCA__13-ku_Kansatsu-ka', 'title': 'ACCA: 13-ku Kansatsu-ka'}], 'Side story': [{'mal_id': 35720, 'type': 'anime', 'url': 'https://myanimelist.net/anime/35720/ACCA__13-ku_Kansatsu-ka_Specials', 'title': 'ACCA: 13-ku Kansatsu-ka Specials'}]}","Bandai Visual, Square Enix, Lantis, Nihon Ad Systems, Banpresto, Medicos Entertainment, BS11, Sony PCL, Contents Seed",Funimation,Madhouse,"Mystery, Police, Drama, Fantasy, Seinen","['""Shadow and Truth"" by ONE III NOTES']","['#1: ""Pale Moon ga Yureteru (ペールムーンがゆれてる)"" by Aira Yuuki (eps 1-11)', '#2: ""Our Place"" by ONE III NOTES (ep 12)']",24.0,2017.0
9331,7.230843672437352,Yumekui Merry,Dream Eater Merry,夢喰いメリー,Yumekui Merry,https://myanimelist.cdn-dena.com/images/anime/3/30869.jpg,TV,Manga,13,Finished Airing,False,"Jan 7, 2011 to Apr 8, 2011","{'from': '2011-01-07', 'to': '2011-04-08'}",24 min. per ep.,PG-13 - Teens 13 or older,7.04,48447,3436.0,838,103519,265,"As the source material was still ongoing at the time, the Yumekui Merry anime received an original ending.The director of the series, Shigeyasu Yamauchi, made a comment during an official talk session saying that he had regretted how the anime adaptation had turned out. Following this announcement, the manga artist who created the source material, Yoshitaka Ushiki, made a statement on his official Twitter expressing his disappointment about the director&#039;s comment.",Winter 2011,Fridays at Unknown,"{'Adaptation': [{'mal_id': 14065, 'type': 'manga', 'url': 'https://myanimelist.net/manga/14065/Yumekui_Merry', 'title': 'Yumekui Merry'}]}","Pony Canyon, TBS, Magic Capsule, Houbunsha, RAY",Sentai Filmworks,J.C.Staff,"Action, Supernatural","['""Daydream Syndrome"" by Marina Fujiwara (藤原鞠菜)']","['""Yume to Kibou to Ashita no Atashi (ユメとキボーとアシタのアタシ)"" by Ayane Sakura (佐倉綾音)']",24.0,2011.0
24543,7.230826073610644,Persona 3 the Movie 3: Falling Down,,PERSONA3 THE MOVIE —#3 Falling Down—,,https://myanimelist.cdn-dena.com/images/anime/8/72443.jpg,Movie,Game,1,Finished Airing,False,"Apr 4, 2015","{'from': '2015-04-04', 'to': '2015-04-04'}",1 hr. 27 min.,R - 17+ (violence & profanity),7.72,13197,1065.0,2020,32435,109,,,,"{'Prequel': [{'mal_id': 21473, 'type': 'anime', 'url': 'https://myanimelist.net/anime/21473/Persona_3_the_Movie_2__Midsummer_Knights_Dream', 'title': 'Persona 3 the Movie 2: Midsummer Knight&#039;s Dream'}], 'Sequel': [{'mal_id': 31149, 'type': 'anime', 'url': 'https://myanimelist.net/anime/31149/Persona_3_the_Movie_4__Winter_of_Rebirth', 'title': 'Persona 3 the Movie 4: Winter of Rebirth'}]}","Aniplex, Atlus",Aniplex of America,A-1 Pictures,"Action, Supernatural, Fantasy",[],"['""Light in Starless Sky"" by Yumi Kawamura & Lotus Juice']",87.0,2015.0
20853,7.230772943957348,Hitsugi no Chaika,Chaika -The Coffin Princess-,棺姫のチャイカ,Hitsugi no Chaika,https://myanimelist.cdn-dena.com/images/anime/4/61781.jpg,TV,Light novel,12,Finished Airing,False,"Apr 10, 2014 to Jun 26, 2014","{'from': '2014-04-10', 'to': '2014-06-26'}",24 min. per ep.,R - 17+ (violence & profanity),7.41,107139,1972.0,326,222560,660,"Hitsugi no Chaika adapts the first 6 novels of Ichirou Sakaki&#039;s light novel series of the same name, while utilizing original content for the 8th and 9th episode.",Spring 2014,Thursdays at 01:05 (JST),"{'Adaptation': [{'mal_id': 32831, 'type': 'manga', 'url': 'https://myanimelist.net/manga/32831/Hitsugi_no_Chaika', 'title': 'Hitsugi no Chaika'}], 'Sequel': [{'mal_id': 24231, 'type': 'anime', 'url': 'https://myanimelist.net/anime/24231/Hitsugi_no_Chaika__Avenging_Battle', 'title': 'Hitsugi no Chaika: Avenging Battle'}], 'Side story': [{'mal_id': 24261, 'type': 'anime', 'url': 'https://myanimelist.net/anime/24261/Hitsugi_no_Chaika_OVA', 'title': 'Hitsugi no Chaika OVA'}]}","Kadokawa Shoten, flying DOG, Fujimi Shobo",Sentai Filmworks,Bones,"Action, Adventure, Comedy, Romance, Fantasy","['""DARAKENA"" by Iori Nomizu']","['""Kairaku Genri (快楽原理)"" by coffin princess (CV: Chika Anzai, Saeko Zougou, Yui Makino)']",24.0,2014.0
125,7.230752799456733,Futakoi,Twin Love,双恋,,https://myanimelist.cdn-dena.com/images/anime/1/125.jpg,TV,Original,13,Finished Airing,False,"Oct 6, 2004 to Dec 29, 2004","{'from': '2004-10-06', 'to': '2004-12-29'}",24 min. per ep.,PG-13 - Teens 13 or older,6.59,12728,5247.0,2250,27009,18,,Fall 2004,Unknown,"{'Alternative version': [{'mal_id': 126, 'type': 'anime', 'url': 'https://myanimelist.net/anime/126/Futakoi_Alternative', 'title': 'Futakoi Alternative'}]}",Lantis,,Telecom Animation Film,"Comedy, Romance, School","['""Habataku Mirai"" by Eufonius']","['""Yawarakai Kaze no Naka de"" by Eufonius']",24.0,2004.0
4039,7.230708074098512,Golgo 13 (TV),Golgo 13,ゴルゴ13,,https://myanimelist.cdn-dena.com/images/anime/9/25423.jpg,TV,Manga,50,Finished Airing,False,"Apr 12, 2008 to Mar 28, 2009","{'from': '2008-04-12', 'to': '2009-03-28'}",24 min. per ep.,R+ - Mild Nudity,7.58,6264,1400.0,2401,24260,154,,Spring 2008,Unknown,"{'Adaptation': [{'mal_id': 1298, 'type': 'manga', 'url': 'https://myanimelist.net/manga/1298/Golgo_13', 'title': 'Golgo 13'}], 'Prequel': [{'mal_id': 1760, 'type': 'anime', 'url': 'https://myanimelist.net/anime/1760/Golgo_13', 'title': 'Golgo 13'}, {'mal_id': 1761, 'type': 'anime', 'url': 'https://myanimelist.net/anime/1761/Golgo_13__Queen_Bee', 'title': 'Golgo 13: Queen Bee'}]}","TV Tokyo, Sotsu, Half H.P Studio",Sentai Filmworks,The Answer Studio,"Action, Adventure, Drama, Thriller, Seinen","['#1: ""Take the Wave"" by Naifu (eps 1-25)', '#2: ""So Faraway"" by Pinc Inc. (eps 26-50)']","['#1: ""Glass Highway (ガラスのハイウェイ)"" by Doa (eps 01-12)', '#2: ""Yume no Hitotsu (夢のひとつ)"" by Garnet Crow (eps 13-25)', '#3: ""Sono Hohoemi yo Eien ni (その笑顔よ 永遠に)"" by Kitahara Aiko (eps 26-38)', '#4: ""Mou Kimi wo Hitori ni Sasenai (もう君をひとりにさせない)"" by  Yuuka Saegusa (eps 39-50)']",24.0,2008.0
1031,7.230696979490313,Hanare Toride no Yonna,Yonna in the Solitary Fortress,はなれ砦のヨナ,,https://myanimelist.cdn-dena.com/images/anime/8/24282.jpg,Movie,Original,1,Finished Airing,False,"Apr 8, 2006","{'from': '2006-04-08', 'to': '2006-04-08'}",33 min.,PG - Children,5.18,908,8852.0,6843,2007,3,,,,[],"Capcom, CoMix Wave Films",,Studio 4°C,"Adventure, Fantasy",[],[],33.0,2006.0
4437,7.230673737779065,Naruto: Shippuuden Movie 2 - Kizuna,Naruto: Shippuden the Movie 2 -Bonds-,劇場版NARUTO-ナルト- 疾風伝 絆,"Naruto Movie 5, Naruto Shippuuden Movie 2, Naruto Shippuuden: Bonds",https://myanimelist.cdn-dena.com/images/anime/3/17830.jpg,Movie,Manga,1,Finished Airing,False,"Aug 2, 2008","{'from': '2008-08-02', 'to': '2008-08-02'}",1 hr. 32 min.,PG-13 - Teens 13 or older,7.41,75524,1984.0,667,125270,189,,,,"{'Parent story': [{'mal_id': 1735, 'type': 'anime', 'url': 'https://myanimelist.net/anime/1735/Naruto__Shippuuden', 'title': 'Naruto: Shippuuden'}]}","TV Tokyo, Aniplex, Dentsu, Bandai, Toho, Studio Jack",Viz Media,Studio Pierrot,"Action, Martial Arts, Shounen, Supernatural",[],"['""No rain No rainbow"" by HOME MADE 家族']",92.0,2008.0
18153,7.230656276086415,Kyoukai no Kanata,Beyond the Boundary,境界の彼方,Beyond the Horizon,https://myanimelist.cdn-dena.com/images/anime/3/85468.jpg,TV,Light novel,12,Finished Airing,False,"Oct 3, 2013 to Dec 19, 2013","{'from': '2013-10-03', 'to': '2013-12-19'}",24 min. per ep.,PG-13 - Teens 13 or older,7.87,261632,760.0,75,518214,7745,"Kyoukai no Kanata covers the storyline of the first two volumes of the light novel adaptation. It has been licensed by Sentai Filmworks in North America, Hanabee in Australia and Animatsu Entertainment in the United Kingdom. It was also simulcast on Crunchyroll.",Fall 2013,Thursdays at 00:30 (JST),"{'Adaptation': [{'mal_id': 50117, 'type': 'manga', 'url': 'https://myanimelist.net/manga/50117/Kyoukai_no_Kanata', 'title': 'Kyoukai no Kanata'}], 'Other': [{'mal_id': 17813, 'type': 'anime', 'url': 'https://myanimelist.net/anime/17813/Kyoto_Animation__Megane-hen', 'title': 'Kyoto Animation: Megane-hen'}, {'mal_id': 21241, 'type': 'anime', 'url': 'https://myanimelist.net/anime/21241/Kyoukai_no_Kanata__Idol_Saiban_Mayoi_Nagara_mo_Kimi_wo_Sabaku_Tami', 'title': 'Kyoukai no Kanata: Idol Saiban! Mayoi Nagara mo Kimi wo Sabaku Tami'}, {'mal_id': 30745, 'type': 'anime', 'url': 'https://myanimelist.net/anime/30745/Kyoukai_no_Kanata_Movie__Ill_Be_Here_-_Kako-hen_-_Yakusoku_no_Kizuna', 'title': 'Kyoukai no Kanata Movie: I&#039;ll Be Here - Kako-hen - Yakusoku no Kizuna'}], 'Side story': [{'mal_id': 20909, 'type': 'anime', 'url': 'https://myanimelist.net/anime/20909/Kyoukai_no_Kanata__Mini_Theater', 'title': 'Kyoukai no Kanata: Mini Theater'}], 'Prequel': [{'mal_id': 23385, 'type': 'anime', 'url': 'https://myanimelist.net/anime/23385/Kyoukai_no_Kanata__Shinonome', 'title': 'Kyoukai no Kanata: Shinonome'}], 'Summary': [{'mal_id': 25015, 'type': 'anime', 'url': 'https://myanimelist.net/anime/25015/Kyoukai_no_Kanata_Movie_1__Ill_Be_Here_-_Kako-hen', 'title': 'Kyoukai no Kanata Movie 1: I&#039;ll Be Here - Kako-hen'}], 'Sequel': [{'mal_id': 28675, 'type': 'anime', 'url': 'https://myanimelist.net/anime/28675/Kyoukai_no_Kanata_Movie_2__Ill_Be_Here_-_Mirai-hen', 'title': 'Kyoukai no Kanata Movie 2: I&#039;ll Be Here - Mirai-hen'}]}","Lantis, Pony Canyon, TBS",Sentai Filmworks,Kyoto Animation,"Slice of Life, Supernatural, Fantasy","['""Kyoukai no Kanata (境界の彼方)"" by Minori Chihara']","['""Daisy"" by STEREO DIVE FOUNDATION']",24.0,2013.0
3270,7.230636911059429,IGPX: Immortal Grand Prix (2005),IGPX: Immortal Grand Prix,IGPX -Immortal Grand Prix-,,https://myanimelist.cdn-dena.com/images/anime/9/5176.jpg,TV,Original,13,Finished Airing,False,"Oct 6, 2005 to Mar 30, 2006","{'from': '2005-10-06', 'to': '2006-03-30'}",23 min. per ep.,PG-13 - Teens 13 or older,7.19,6139,2847.0,3250,13461,70,,Fall 2005,Unknown,"{'Alternative version': [{'mal_id': 1409, 'type': 'anime', 'url': 'https://myanimelist.net/anime/1409/IGPX__Immortal_Grand_Prix', 'title': 'IGPX: Immortal Grand Prix'}], 'Sequel': [{'mal_id': 1410, 'type': 'anime', 'url': 'https://myanimelist.net/anime/1410/IGPX__Immortal_Grand_Prix_2005_2nd_Season', 'title': 'IGPX: Immortal Grand Prix (2005) 2nd Season'}]}",,"Bandai Entertainment, Discotek Media",Production I.G,"Drama, Mecha, Sci-Fi, Shounen, Sports","['""Go For It!"" by GRANRODEO']","['""Believe yourself"" by exige']",23.0,2005.0
31318,7.230625212855661,Comet Lucifer,Comet Lucifer,コメット・ルシファー,,https://myanimelist.cdn-dena.com/images/anime/3/76111.jpg,TV,Original,12,Finished Airing,False,"Oct 4, 2015 to Dec 20, 2015","{'from': '2015-10-04', 'to': '2015-12-20'}",23 min. per ep.,PG-13 - Teens 13 or older,5.95,31870,7452.0,1027,81576,85,"Episodes 1 and 2 were previewed at a screening at TOHO Cinemas Shinjuku on October 3, 2015. Regular broadcasting began on October 4, 2015.",Fall 2015,Sundays at 22:30 (JST),"{'Side story': [{'mal_id': 31827, 'type': 'anime', 'url': 'https://myanimelist.net/anime/31827/Comet_Lucifer__Garden_Indigo_no_Shasou_kara', 'title': 'Comet Lucifer: Garden Indigo no Shasou kara'}]}","Bandai Visual, Lantis, Bushiroad, Good Smile Company, BS11, Sony PCL",Sentai Filmworks,8bit,"Action, Adventure, Fantasy, Mecha","['""Comet Lucifer: The Seed and the Sower (コメットルシファー ～The Seed and the Sower～)"" by fhána']","['#1: ""Oshiete Blue Sky (おしえてブルースカイ)"" by Ayaka Ohashi (eps 1-4)', '#2: ""evolve"" by TRUE (ep 5)', '#3: ""Hadashi no Mama demo Kowakunai (裸足のままでもこわくない)"" by Ayaka Ohashi (ep 6-8)', '#4: ""Tsuioku no Kanata (追憶のかなた)"" by fhána (ep 9)', '#5: ""Hitotsu ni Naritai (ヒトツニナリタイ)"" by Ayaka Ohashi (eps 10-12)']",23.0,2015.0
199,7.230579394037536,Sen to Chihiro no Kamikakushi,Spirited Away,千と千尋の神隠し,Sen and Chihiro&#039;s Spiriting Away,https://myanimelist.cdn-dena.com/images/anime/6/79597.jpg,Movie,Original,1,Finished Airing,False,"Jul 20, 2001","{'from': '2001-07-20', 'to': '2001-07-20'}",2 hr. 5 min.,PG - Children,8.92,498602,19.0,39,705769,15412,"Sen to Chihiro no Kamikakushi is the highest grossing film in Japanese history, with a total of ￥30.4 billion from Japanese box office sales alone. It is also the most successful film to debut from Japan, with a total of $289 million worldwide. This critically acclaimed film has won numerous awards, including the Academy Award, more commonly known as ""Oscar"", for Best Animated Feature at the 75th Academy Awards in 2003, as well as the Golden Bear at the 2002 Berlin International Film Festival (alongside Bloody Sunday). It is also among the top ten in the British Film Institute&#039;s list of the ""50 films you should see by the age of 14"". The English version of Sen to Chihiro no Kamikakushi was dubbed by Walt Disney Pictures and premiered in 2002. The film was released on DVD and VHS formats in North America by Buena Vista Home Entertainment in 2003.",,,[],Toho,"Walt Disney Studios, GKIDS",Studio Ghibli,"Adventure, Supernatural, Drama","['""Day of the River/Ano hi no kawa"" by Joe Hisaishi']","['""Itsumo Nando demo (Always with Me)"" by Yumi Kimura']",125.0,2001.0
2158,7.23056393558456,Terra e... (TV),,地球へ…,"Terra e... (2007), Terra he..., Chikyuu he, Towards the Terra...",https://myanimelist.cdn-dena.com/images/anime/12/30979.jpg,TV,Manga,24,Finished Airing,False,"Apr 7, 2007 to Sep 22, 2007","{'from': '2007-04-07', 'to': '2007-09-22'}",24 min. per ep.,PG-13 - Teens 13 or older,8.02,13895,538.0,1691,43368,832,,Spring 2007,Saturdays at 18:00 (JST),"{'Adaptation': [{'mal_id': 1207, 'type': 'manga', 'url': 'https://myanimelist.net/manga/1207/Terra_e', 'title': 'Terra e...'}], 'Alternative version': [{'mal_id': 2560, 'type': 'anime', 'url': 'https://myanimelist.net/anime/2560/Terra_e', 'title': 'Terra e...'}], 'Side story': [{'mal_id': 5037, 'type': 'anime', 'url': 'https://myanimelist.net/anime/5037/Terra_e_TV_Specials', 'title': 'Terra e... (TV) Specials'}]}","Aniplex, Mainichi Broadcasting System, SKY Perfect Well Think",Bandai Entertainment,"Tokyo Kids, Minami Machi Bugyousho","Action, Drama, Military, Sci-Fi, Space","['#1: ""endscape"" by UVERworld (eps 1-13)', '#2: ""JET BOY JET GIRL"" by Hitomi Takahashi (eps 14-24)']","['#1: ""Love is..."" by Miliyah Katou (eps 1-13)', '#2: ""This Night"" by CHEMISTRY (eps 14-24)']",24.0,2007.0
5702,7.230533493889563,Sora wo Miageru Shoujo no Hitomi ni Utsuru Sekai,,空を見上げる少女の瞳に映る世界,Munto TV,https://myanimelist.cdn-dena.com/images/anime/4/24030.jpg,TV,Original,9,Finished Airing,False,"Jan 14, 2009 to Mar 11, 2009","{'from': '2009-01-14', 'to': '2009-03-11'}",24 min. per ep.,PG-13 - Teens 13 or older,7.22,11452,2746.0,2145,29239,101,,Winter 2009,Unknown,"{'Alternative version': [{'mal_id': 1135, 'type': 'anime', 'url': 'https://myanimelist.net/anime/1135/Munto__Toki_no_Kabe_wo_Koete', 'title': 'Munto: Toki no Kabe wo Koete'}, {'mal_id': 1174, 'type': 'anime', 'url': 'https://myanimelist.net/anime/1174/Munto', 'title': 'Munto'}], 'Summary': [{'mal_id': 6169, 'type': 'anime', 'url': 'https://myanimelist.net/anime/6169/Tenjoubito_to_Akutobito_Saigo_no_Tatakai', 'title': 'Tenjoubito to Akutobito Saigo no Tatakai'}]}",,,Kyoto Animation,"Action, Super Power, Magic, Romance, Fantasy","['""Anemoi (アネモイ)"" by eufonius']","['#1: ""Hikari to Yami to Toki no Hate (光と闇と時の果て)"" by Ceui (eps 1-8)', '#2: ""Kokoro no Tsubasa (心の翼)"" by Ceui (ep 9)']",24.0,2009.0
